,Job Title,Original Title,Posted Date,Advertised Until,Job Source,Verified Status,Job Description,Job Date,Company Name,Location,Salary,Job Number,Job Applying Link,Additional Details,Location,Salary,Terms of Employment,Start Date,Vacancies,Source,Other
39,"assistant manager, hotel",,"May 24, 2024",2024-07-05,Job Bank,Verified,This job was posted directly by the employer on Job Bank.,"May 24, 2024",Hampton Inn & Suites by Hilton Edmonton NW/St. Albert,Edmonton (AB),"Salary: $55,000.00 to $65,000.00 annually (to be negotiated)",2932909,,"{'Language Requirement': 'English', 'Experience Requirement': '1 year to less than 2 years', 'Benefits': ['Dental plan', 'Health care plan', 'Vision care benefits', 'Free parking available', 'On-site amenities', 'Parking available']}","Edmonton , AB","$ 55,000 to $ 65,000 YEAR annually (To be negotiated) / 44 hours per week",Permanent employment Full time,Starts as soon as possible,1 vacancy,Job Bank #2932909,"Benefits:
					Health benefits, Other benefits"
40,"front desk manager, hotel",,"April 09, 2024",2024-07-22,Job Bank,Verified,This job was posted directly by the employer on Job Bank.,"April 09, 2024",Alpine Motel,Kamloops (BC),Salary: $31.00 to $32.00 hourly (to be negotiated),2873030,,"{'Language Requirement': 'English', 'Experience Requirement': '1 to less than 7 months', 'Benefits': ['Free parking available']}","Kamloops , BC",$ 31.00 to $ 32.00 HOUR hourly (To be negotiated) / 35 hours per week,Permanent employment Full time,Starts as soon as possible,1 vacancy,Job Bank #2873030,"Benefits:
					Other benefits"
41,front desk hotel manager,,"May 27, 2024",2024-07-21,Job Bank,Verified,This job was posted directly by the employer on Job Bank.,"May 27, 2024",Sawridge Inn and Conference Centre Edmonton South,Edmonton (AB),Salary: $35.00 hourly,2934259,,"{'Language Requirement': 'English', 'Experience Requirement': '1 to less than 7 months', 'Benefits': []}","Edmonton , AB",$ 35.00 HOUR hourly / 32 to 35 hours per week,Permanent employment Full time,Starts as soon as possible,2,Job Bank #2934259,Not specified
42,front desk hotel manager,,"May 07, 2024",2024-07-18,Job Bank,Verified,This job was posted directly by the employer on Job Bank.,"May 07, 2024",Super 8 by Wyndham Prince George,Prince George (BC),Salary: $31.00 hourly,2907566,,"{'Language Requirement': 'English', 'Experience Requirement': '2 years to less than 3 years', 'Benefits': []}","Prince George , BC",$ 31.00 HOUR hourly / 40 hours per week,Permanent employment Full time,Starts as soon as possible,1 vacancy,Job Bank #2907566,"Day, Evening, Morning"
43,front desk hotel manager,,"April 22, 2024",2024-07-19,Job Bank,Verified,This job was posted directly by the employer on Job Bank.,"April 22, 2024",Comfort Inn and Suites Surrey,Surrey (BC),Salary: $25.64 hourly,2889005,,"{'Language Requirement': 'English', 'Experience Requirement': '1 year to less than 2 years', 'Benefits': []}","8255-166 St. Surrey , BC V4N 5R8",$ 25.64 HOUR hourly / 35 hours per week,Permanent employment Full time,Starts as soon as possible,1 vacancy,Job Bank #2889005,"Day, Evening, Weekend"
44,front desk hotel manager,,"April 02, 2024",2024-06-27,Job Bank,Verified,This job was posted directly by the employer on Job Bank.,"April 02, 2024",Coast Nisku Inn & Conference Centre,Nisku (AB),Salary: $34.67 hourly,2861289,,"{'Language Requirement': 'English', 'Experience Requirement': '2 years to less than 3 years', 'Benefits': ['Bonus']}","1101 4 St Nisku , AB T9E 7N1",$ 34.67 HOUR hourly / 32 to 35 hours per week,Permanent employment Full time,Starts as soon as possible,2,Job Bank #2861289,"Benefits:
					Financial benefits"
45,"front office manager, hotel",,"June 21, 2024",2024-07-21,Job Bank,Verified,This job was posted directly by the employer on Job Bank.,"June 21, 2024",Lonsdale Quay Hotel Inc.,North Vancouver (BC),Salary: $26.00 hourly,2970279,,"{'Language Requirement': 'English', 'Experience Requirement': '1 year to less than 2 years', 'Benefits': []}","North Vancouver , BC",$ 26.00 HOUR hourly / 40 hours per week,Permanent employment Full time,Starts as soon as possible,2,Job Bank #2970279,"Day, Evening, Flexible Hours, Morning"
46,"manager, hotel",,"April 23, 2024",2024-07-17,Job Bank,Verified,This job was posted directly by the employer on Job Bank.,"April 23, 2024",Radisson Hotel Fort St. John,Fort St. John (BC),Salary: $25.75 hourly,2891369,,"{'Language Requirement': 'English', 'Experience Requirement': '1 year to less than 2 years', 'Benefits': []}","Fort St. John , BC",$ 25.75 HOUR hourly / 40 hours per week,Permanent employment Full time,Starts as soon as possible,1 vacancy,Job Bank #2891369,"Day, Evening, Night, Weekend, Shift, Overtime, On Call, Flexible Hours, To be determined, Early Morning, Morning"
47,hotel assistant manager,,"May 22, 2024",2024-07-17,Job Bank,Verified,This job was posted directly by the employer on Job Bank.,"May 22, 2024",Hope windsor motel ltd,Hope (BC),Salary: $27.00 hourly,2924507,,"{'Language Requirement': 'English', 'Experience Requirement': '1 year to less than 2 years', 'Benefits': []}","Hope , BC",$ 27.00 HOUR hourly / 40 hours per week,Permanent employment Full time,Starts as soon as possible,1 vacancy,Job Bank #2924507,Not specified
48,hotel assistant manager,,"March 05, 2024",2024-07-03,Job Bank,Verified,This job was posted directly by the employer on Job Bank.,"March 05, 2024",1007876 ALBERTA LTD.O/A  ALL STAY SUITES,Westlock (AB),Salary: $22.00 hourly,2824851,,"{'Language Requirement': 'English', 'Experience Requirement': '1 year to less than 2 years', 'Benefits': []}","Westlock , AB",$ 22.00 HOUR hourly / 35 hours per week,Permanent employment Full time,Starts as soon as possible,1 vacancy,Job Bank #2824851,Shift
