,Job Title,Posted Date,Advertised Until,Job Date,Company Name,Location,Salary,Job Number,Job Applying Link,Additional Details,Location,Salary,Terms of Employment,Start Date,Vacancies,Source,Other
97,administrative assistant,"June 01, 2024",2024-06-30,"June 01, 2024",South East Cornerstone Public School Division #209,Weyburn (SK),Salary not available,13728012,https://www.jobillico.com/en/job-offer/south-east-cornerstone-public-school-division-209/casual-administrative-assistant-educational-assistant-library-technician-amp-noon-hour-supervisor/13728012?ji_visitsrc=136,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Weyburn , SK",Not available,Casual employment,Starts as soon as possible,1 vacancy,Jobillico #13728012,Not specified
98,administrative assistant,"May 17, 2024",2024-06-17,"May 17, 2024",Senior Persons Living Connected,Scarborough (ON),Salary not available,LV812,https://job-openings.monster.ca/facilities-administrative-assistant-canada-summer-jobs-scarborough-on-ca-senior-persons-living-connected/6fbad19c-2e48-4c7a-a4a8-f4c818622c7e?mescoid=4300749001001,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Scarborough , ON",Not available,Not specified,Starts as soon as possible,1 vacancy,Monster #LV812,Not specified
99,administrative assistant,"May 25, 2024",2024-07-24,"May 25, 2024",Peace Wapiti Public School Division,Grande Prairie (AB),Salary not available,2773244,https://network.applytoeducation.com/Applicant/jobposting/jobdetails.aspx?JOB_POSTING_ID=b2cf4921-6398-4cd0-9b9e-5651875490c6&amp;PAGE=1&amp;locale=en&amp;maf=0,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Grande Prairie , AB",Not available,Permanent employment Part time,Starts as soon as possible,1 vacancy,ApplyToEducation #2773244,Not specified
100,administrative assistant,"May 31, 2024",2024-06-29,"May 31, 2024",Keewatin-Patricia District School Board,Sioux Lookout (ON),Salary not available,13706580,https://www.jobillico.com/en/job-offer/keewatin-patricia-district-school-board/secondary-administrative-assistant-12-mth-yearly-position-/13706580?ji_visitsrc=136,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Sioux Lookout , ON",Not available,Full time,Starts as soon as possible,1 vacancy,Jobillico #13706580,Not specified
101,administrative assistant,"June 12, 2024",2024-07-11,"June 12, 2024",The High Prairie School Division,High Prairie (AB),Salary not available,13996440,https://www.jobillico.com/en/job-offer/the-high-prairie-school-division/transportation-administrative-assistant/13996440?ji_visitsrc=136,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","High Prairie , AB",Not available,Full time,Starts as soon as possible,1 vacancy,Jobillico #13996440,Not specified
102,office administrative assistant,"May 17, 2024",Not specified,"May 17, 2024",PMG Landscape Architects,Burnaby (BC),Salary:$19.52 to $28.02 hourly,9284301332,https://ca.indeed.com/viewjob?jk=7dd4cb1c01c19a8a&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Burnaby , BC",$ 19.52 to $ 28.02 HOUR hourly,Permanent employment Full time,Starts as soon as possible,1 vacancy,indeed.com #9284301332,Not specified
103,administrative assistant,"May 16, 2024",2024-07-15,"May 16, 2024",Keewatin-Patricia District School Board,Dryden (ON),Salary not available,2771815,https://network.applytoeducation.com/Applicant/jobposting/jobdetails.aspx?JOB_POSTING_ID=7a060243-1546-4004-9ef9-fb2f901b933b&amp;PAGE=1&amp;locale=en&amp;maf=0,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Dryden , ON",Not available,Permanent employment Full time,Starts as soon as possible,1 vacancy,ApplyToEducation #2771815,Not specified
104,administrative assistant,"May 20, 2024",2024-06-20,"May 20, 2024",CWD,Niagara Falls (ON),Salary not available,2p1O6ggdrw,https://job-openings.monster.ca/human-resources-administrative-assistant-1-year-contract-niagara-falls-on-ca-cwd/8bc3db2e-e329-4bdc-ae1f-32393e37c2ff?mescoid=4300725001001,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Niagara Falls , ON",Not available,Not specified,Starts as soon as possible,1 vacancy,Monster #2p1O6ggdrw,Not specified
105,administrative assistant,"June 12, 2024",2024-07-12,"June 12, 2024",VON Canada,Location,Salary not available,obWVtfwf,https://www.careerbeacon.com/en/job/2075725/von-canada/administrative-assistant-i-supply-clerk-temporary-part-time-0-6/pictou-county?utm_campaign=feeds&utm_source=jobbank&utm_medium=Careerbeacon,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}",Pictou County,Not available,Full time,Starts as soon as possible,Not specified,CareerBeacon #obWVtfwf,Not specified
106,administrative assistant,"May 30, 2024",2024-06-29,"May 30, 2024",VON Canada,Sydney (NS),Salary not available,obhEtfwj,https://www.careerbeacon.com/en/job/2064125/von-canada/administrative-assistant-i-branch-operations-full-time/sydney?utm_campaign=feeds&utm_source=jobbank&utm_medium=Careerbeacon,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Sydney , NS",Not available,Full time,Starts as soon as possible,Not specified,CareerBeacon #obhEtfwj,Not specified
107,administrative assistant,"May 28, 2024",2024-06-26,"May 28, 2024",Scotiabank,London (ON),Salary not available,2062249,https://www.careerbeacon.com/en/job/2062249/scotiabank/scotiamcleod-administrative-assistant-london-ontario/london?utm_campaign=feeds&utm_source=jobbank&utm_medium=Careerbeacon,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","London , ON",Not available,Full time,Starts as soon as possible,1 vacancy,CareerBeacon #2062249,Not specified
108,administrative assistant,"May 28, 2024",2024-06-26,"May 28, 2024",Scotiabank,Barrie (ON),Salary not available,2062250,https://www.careerbeacon.com/en/job/2062250/scotiabank/scotiamcleod-administrative-assistant-barrie-contract/barrie?utm_campaign=feeds&utm_source=jobbank&utm_medium=Careerbeacon,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Barrie , ON",Not available,Full time,Starts as soon as possible,1 vacancy,CareerBeacon #2062250,Not specified
109,administrative assistant,"May 16, 2024",2024-06-15,"May 16, 2024",VON Canada,Sydney (NS),Salary not available,oy6rtfwi,https://www.careerbeacon.com/en/job/2052087/von-canada/administrative-assistant-i-clinic-part-time-0-4/sydney?utm_campaign=feeds&utm_source=jobbank&utm_medium=Careerbeacon,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Sydney , NS",Not available,Part time,Starts as soon as possible,Not specified,CareerBeacon #oy6rtfwi,Not specified
110,administrative assistant,"May 16, 2024",2024-07-15,"May 16, 2024",Keewatin-Patricia District School Board,Dryden (ON),Salary not available,2771816,https://network.applytoeducation.com/Applicant/jobposting/jobdetails.aspx?JOB_POSTING_ID=c6042d9b-0f22-4217-9c0b-a7e548992890&amp;PAGE=1&amp;locale=en&amp;maf=0,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Dryden , ON",Not available,Permanent employment Full time,Starts as soon as possible,1 vacancy,ApplyToEducation #2771816,Not specified
111,administrative assistant,"May 22, 2024",2024-07-21,"May 22, 2024",Halton District School Board,Burlington (ON),Salary not available,2772488,https://network.applytoeducation.com/Applicant/jobposting/jobdetails.aspx?JOB_POSTING_ID=2d74bdc1-c855-481d-b688-287fbe45fd88&amp;PAGE=1&amp;locale=en&amp;maf=0,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Burlington , ON",Not available,Permanent employment Part time,Starts as soon as possible,1 vacancy,ApplyToEducation #2772488,Not specified
112,administrative assistant,"May 29, 2024",2024-06-28,"May 29, 2024",VON Canada,Thunder Bay (ON),Salary not available,o4WUmfw0,https://www.careerbeacon.com/en/job/2063244/von-canada/administrative-assistant-i-branch-operations-full-time/thunder-bay?utm_campaign=feeds&utm_source=jobbank&utm_medium=Careerbeacon,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Thunder Bay , ON",Not available,Full time,Starts as soon as possible,Not specified,CareerBeacon #o4WUmfw0,Not specified
113,administrative assistant,"June 10, 2024",Not specified,"June 10, 2024",Lighthouse Group,Collingwood (ON),Salary:$20.70 hourly,9317034032,https://ca.indeed.com/viewjob?jk=ae46bf6aef3f8a1b&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Collingwood , ON",$ 20.70 HOUR hourly,Permanent employment Full time,Starts as soon as possible,1 vacancy,indeed.com #9317034032,Not specified
114,administrative assistant,"May 28, 2024",2024-06-27,"May 28, 2024",VON Canada,New Minas (NS),Salary not available,ogQEtfwX,https://www.careerbeacon.com/en/job/2062296/von-canada/administrative-assistant-i-csj-program-temporary-part-time-0-9/new-minas?utm_campaign=feeds&utm_source=jobbank&utm_medium=Careerbeacon,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","New Minas , NS",Not available,Part time,Starts as soon as possible,Not specified,CareerBeacon #ogQEtfwX,Not specified
115,administrative assistant,"June 11, 2024",2024-07-12,"June 11, 2024",CJ+Limited,Dartmouth (NS),Salary not available,1193764287,https://job-openings.monster.ca/administrative-assistant-dartmouth-ns-ca-cj-limited/a720835f-34e1-436f-8771-ee6551fba383?mescoid=4300749001001,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Dartmouth , NS",Not available,Permanent employment Full time,Starts as soon as possible,1 vacancy,Monster #1193764287,Not specified
116,administrative assistant,"May 25, 2024",2024-07-24,"May 25, 2024",Branksome Hall,Toronto (ON),Salary not available,2773286,https://network.applytoeducation.com/Applicant/jobposting/jobdetails.aspx?JOB_POSTING_ID=aea3dfd2-88cc-4619-aedc-672a6f3b3e10&amp;PAGE=1&amp;locale=en&amp;maf=0,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Toronto , ON",Not available,Permanent employment Full time,Starts as soon as possible,1 vacancy,ApplyToEducation #2773286,Not specified
117,administrative assistant,"May 31, 2024",2024-07-30,"May 31, 2024",South East Cornerstone Public School Division #209,Moosomin (SK),Salary not available,2774270,https://network.applytoeducation.com/Applicant/jobposting/jobdetails.aspx?JOB_POSTING_ID=deb78845-9669-4a74-aff9-800161612ad4&amp;PAGE=1&amp;locale=en&amp;maf=0,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Moosomin , SK",Not available,Permanent employment Part time,Starts as soon as possible,1 vacancy,ApplyToEducation #2774270,Not specified
118,administrative assistant,"May 31, 2024",2024-07-30,"May 31, 2024",South East Cornerstone Public School Division #209,Midale (SK),Salary not available,2774299,https://network.applytoeducation.com/Applicant/jobposting/jobdetails.aspx?JOB_POSTING_ID=29bd1448-4ed4-48f6-a0fd-8825f5a6b64c&amp;PAGE=1&amp;locale=en&amp;maf=0,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Midale , SK",Not available,Permanent employment Full time,Starts as soon as possible,1 vacancy,ApplyToEducation #2774299,Not specified
119,administrative assistant,"May 22, 2024",2024-06-21,"May 22, 2024",VON Canada,Greater Napanee (ON),Salary not available,oYPutfwu,https://www.careerbeacon.com/en/job/2056841/von-canada/administrative-assistant-i-smart-full-time/greater-napanee?utm_campaign=feeds&utm_source=jobbank&utm_medium=Careerbeacon,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Greater Napanee , ON",Not available,Full time,Starts as soon as possible,Not specified,CareerBeacon #oYPutfwu,Not specified
120,administrative assistant,"June 05, 2024",2024-07-05,"June 05, 2024",VON Canada,Antigonish (NS),Salary not available,onCPtfw1,https://www.careerbeacon.com/en/job/2069100/von-canada/administrative-assistant-i-branch-operations-csj-program-temporary-full-time/antigonish?utm_campaign=feeds&utm_source=jobbank&utm_medium=Careerbeacon,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Antigonish , NS",Not available,Term or contract,Starts as soon as possible,Not specified,CareerBeacon #onCPtfw1,Not specified
121,administrative assistant,"June 05, 2024",2024-07-05,"June 05, 2024",VON Canada,Sydney (NS),Salary not available,oeBPtfwR,https://www.careerbeacon.com/en/job/2069101/von-canada/administrative-assistant-i-branch-operations-csj-program-temporary-full-time/sydney?utm_campaign=feeds&utm_source=jobbank&utm_medium=Careerbeacon,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Sydney , NS",Not available,Term or contract,Starts as soon as possible,Not specified,CareerBeacon #oeBPtfwR,Not specified
122,administrative assistant,"May 23, 2024",2024-07-22,"May 23, 2024",School District #71 (Comox Valley),Courtenay (BC),Salary not available,2772722,https://network.applytoeducation.com/Applicant/jobposting/jobdetails.aspx?JOB_POSTING_ID=b213d27d-6d31-4456-a345-5f5182dcdb57&amp;PAGE=1&amp;locale=en&amp;maf=0,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Courtenay , BC",Not available,Permanent employment,Starts as soon as possible,1 vacancy,ApplyToEducation #2772722,Not specified
123,administrative assistant,"May 23, 2024",2024-07-22,"May 23, 2024",South East Cornerstone Public School Division #209,Manor (SK),Salary not available,2772747,https://network.applytoeducation.com/Applicant/jobposting/jobdetails.aspx?JOB_POSTING_ID=36cba608-08d4-41e5-85f7-78ab980ce2e4&amp;PAGE=1&amp;locale=en&amp;maf=0,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Manor , SK",Not available,Permanent employment Full time,Starts as soon as possible,1 vacancy,ApplyToEducation #2772747,Not specified
124,administrative assistant,"May 14, 2024",2024-07-13,"May 14, 2024",Hillfield Strathallan College,Hamilton (ON),Salary not available,2771264,https://network.applytoeducation.com/Applicant/jobposting/jobdetails.aspx?JOB_POSTING_ID=fbd9c438-861c-4ec2-b929-6db3a45496eb&amp;PAGE=1&amp;locale=en&amp;maf=0,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Hamilton , ON",Not available,Permanent employment Full time,Starts as soon as possible,1 vacancy,ApplyToEducation #2771264,Not specified
125,administrative assistant,"May 30, 2024",2024-07-29,"May 30, 2024",School District #71 (Comox Valley),Hornby Island (BC),Salary not available,2774038,https://network.applytoeducation.com/Applicant/jobposting/jobdetails.aspx?JOB_POSTING_ID=52aa0fbf-69d6-4f2e-85d2-4efe4932fe08&amp;PAGE=1&amp;locale=en&amp;maf=0,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Hornby Island , BC",Not available,Permanent employment Full time,Starts as soon as possible,1 vacancy,ApplyToEducation #2774038,Not specified
126,office administrative assistant,"June 04, 2024",Not specified,"June 04, 2024",The Wellness Group,Aurora (ON),Salary:$17.00 to $20.00 hourly,9308778328,https://ca.indeed.com/viewjob?jk=4fe45c1c4c2a6d28&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Aurora , ON",$ 17.00 to $ 20.00 HOUR hourly,Full time,Starts as soon as possible,1 vacancy,indeed.com #9308778328,Not specified
127,administrative assistant,"May 28, 2024",2024-07-27,"May 28, 2024",Upper Canada District School Board,Brockville (ON),Salary not available,2773517,https://network.applytoeducation.com/Applicant/jobposting/jobdetails.aspx?JOB_POSTING_ID=eaf903f2-3393-4a70-b611-427c290daeff&amp;PAGE=1&amp;locale=en&amp;maf=0,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Brockville , ON",Not available,Permanent employment Full time,Starts as soon as possible,1 vacancy,ApplyToEducation #2773517,Not specified
128,administrative assistant,"June 04, 2024",2024-08-03,"June 04, 2024",Durham District School Board,Whitby (ON),Salary not available,2775276,https://network.applytoeducation.com/Applicant/jobposting/jobdetails.aspx?JOB_POSTING_ID=1f8e0ecb-fa6e-4496-a9d3-2f0a4e4a5ad2&amp;PAGE=1&amp;locale=en&amp;maf=0,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Whitby , ON",Not available,Permanent employment Full time,Starts as soon as possible,1 vacancy,ApplyToEducation #2775276,Not specified
129,administrative assistant,"June 04, 2024",Not specified,"June 04, 2024",N & G Trucking Ltd,Surrey (BC),Salary:$27.00 hourly,9308832564,https://ca.indeed.com/viewjob?jk=6847648f0c5195ed&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Surrey , BC",$ 27.00 HOUR hourly,Permanent employment Full time,Starts as soon as possible,1 vacancy,indeed.com #9308832564,Not specified
130,administrative assistant,"May 22, 2024",Not specified,"May 22, 2024",Big Chief,Invermere (BC),Salary:$23.00 hourly,9290420764,https://ca.indeed.com/viewjob?jk=57611dd38fee23cc&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Invermere , BC",$ 23.00 HOUR hourly,Full time,Starts as soon as possible,1 vacancy,indeed.com #9290420764,Not specified
131,administrative assistant,"May 31, 2024",2024-07-01,"May 31, 2024",University of Waterloo,Waterloo (ON),Salary not available,aff568ee4f244f7f948ab5052c940a79,https://job-openings.monster.ca/administrative-assistant-waterloo-on-ca-university-of-waterloo/ec65c650-312a-4ccb-92e3-f12519368eab?mescoid=4300749001001,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Waterloo , ON",Not available,Not specified,Starts as soon as possible,1 vacancy,Monster #aff568ee4f244f7f948ab5052c940a79,Not specified
132,administrative assistant,"June 11, 2024",Not specified,"June 11, 2024",The Ottawa Rotary Home,Ottawa (ON),Salary:$19.60 hourly,9318142054,https://ca.indeed.com/viewjob?jk=9669ad81ada61469&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Ottawa , ON",$ 19.60 HOUR hourly,Part time,Starts as soon as possible,1 vacancy,indeed.com #9318142054,Not specified
133,administrative assistant,"June 12, 2024",Not specified,"June 12, 2024",Astra Concrete Ltd.,Port Coquitlam (BC),Salary:$20.00 hourly,9320427195,https://ca.indeed.com/viewjob?jk=29f746b899c064fb&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Port Coquitlam , BC",$ 20.00 HOUR hourly,Permanent employment Full time,Starts as soon as possible,1 vacancy,indeed.com #9320427195,Not specified
134,administrative assistant,"June 05, 2024",2024-07-06,"June 05, 2024",IFG - International Financial Group,Location,Salary not available,735846000002129185,https://job-openings.monster.ca/administrative-assistant-vancouver-north-hastings-sunrise-bc-ca-ifg-international-financial-group/cd43f89f-66ea-4644-8234-015cdb288260?mescoid=4300749001001,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}",Vancouver (North Hastings-Sunrise),Not available,Not specified,Starts as soon as possible,1 vacancy,Monster #735846000002129185,Not specified
135,administrative assistant,"May 27, 2024",Not specified,"May 27, 2024",Thomson Jaspar LLP,Saskatoon (SK),Salary:$16.00 to $26.00 hourly,9296161390,https://ca.indeed.com/viewjob?jk=21696220470e84b7&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Saskatoon , SK",$ 16.00 to $ 26.00 HOUR hourly,Full time,Starts as soon as possible,1 vacancy,indeed.com #9296161390,Not specified
136,administrative assistant,"June 06, 2024",2024-07-05,"June 06, 2024",Scotiabank,Montréal (QC),Salary not available,2070112,https://www.careerbeacon.com/en/job/2070112/scotiabank/administrative-assistant-global-banking-and-markets-bilingual-montreal/montreal?utm_campaign=feeds&utm_source=jobbank&utm_medium=Careerbeacon,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Montréal , QC",Not available,Full time,Starts as soon as possible,1 vacancy,CareerBeacon #2070112,Not specified
137,administrative assistant,"June 06, 2024",Not specified,"June 06, 2024",Reframe Psychology Clinic,Toronto (ON),Salary:$25.00 to $32.00 hourly,9312049871,https://ca.indeed.com/viewjob?jk=7b5ce9494cdce887&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Toronto , ON",$ 25.00 to $ 32.00 HOUR hourly,Permanent employment Part time,Starts as soon as possible,1 vacancy,indeed.com #9312049871,Not specified
138,administrative assistant,"May 17, 2024",2024-06-16,"May 17, 2024",VON Canada,Sydney (NS),Salary not available,oM6rtfww,https://www.careerbeacon.com/en/job/2053033/von-canada/administrative-assistant-i-supply-room-temporary-full-time/sydney?utm_campaign=feeds&utm_source=jobbank&utm_medium=Careerbeacon,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Sydney , NS",Not available,Term or contract,Starts as soon as possible,Not specified,CareerBeacon #oM6rtfww,Not specified
139,administrative assistant,"June 04, 2024",Not specified,"June 04, 2024",Calderwood Realty,Smithers (BC),Salary:$22.00 hourly,9308908017,https://ca.indeed.com/viewjob?jk=271895344163ab38&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Smithers , BC",$ 22.00 HOUR hourly,Full time,Starts as soon as possible,1 vacancy,indeed.com #9308908017,Not specified
140,administrative assistant,"June 03, 2024",2024-07-04,"June 03, 2024",Evertz Microsystems Limited,Burlington (ON),Salary not available,HgSEZ1ZcZt,https://job-openings.monster.ca/administrative-assistant-entry-level-burlington-on-ca-evertz-microsystems-limited/9982b737-9e6b-4706-b9ca-b45a6772c8d7?mescoid=4300749001001,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Burlington , ON",Not available,Not specified,Starts as soon as possible,1 vacancy,Monster #HgSEZ1ZcZt,Not specified
141,administrative assistant,"June 07, 2024",2024-07-08,"June 07, 2024",destinationone Consulting,Various locations,Salary not available,440612000060385348,https://job-openings.monster.ca/administrative-assistant-vancouver-ne-downtown-harbour-centre-gastown-yaletown-bc-ca-destinationone-consulting/641a1cf5-5984-4801-9bca-f94b358bdfdd?mescoid=4300749001001,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Various locations Gastown , , BC Yaletown , , BC",Not available,Not specified,Starts as soon as possible,1 vacancy,Monster #440612000060385348,Not specified
142,administrative assistant,"May 27, 2024",Not specified,"May 27, 2024",AAPS,North York (ON),Salary:$17.00 to $19.00 hourly,9296443085,https://ca.indeed.com/viewjob?jk=867d5bea30d03f0e&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","North York , ON",$ 17.00 to $ 19.00 HOUR hourly,Full time,Starts as soon as possible,1 vacancy,indeed.com #9296443085,Not specified
143,administrative assistant,"May 18, 2024",2024-07-17,"May 18, 2024",South East Cornerstone Public School Division #209,Weyburn (SK),Salary not available,2772281,https://network.applytoeducation.com/Applicant/jobposting/jobdetails.aspx?JOB_POSTING_ID=eb77c2fe-fefb-4842-848c-f7d20284884a&amp;PAGE=1&amp;locale=en&amp;maf=0,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Weyburn , SK",Not available,Permanent employment Part time,Starts as soon as possible,1 vacancy,ApplyToEducation #2772281,Not specified
144,administrative assistant,"May 18, 2024",2024-07-17,"May 18, 2024",South East Cornerstone Public School Division #209,Weyburn (SK),Salary not available,2772282,https://network.applytoeducation.com/Applicant/jobposting/jobdetails.aspx?JOB_POSTING_ID=d4bbfe66-20b6-4105-b605-afacd52118df&amp;PAGE=1&amp;locale=en&amp;maf=0,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Weyburn , SK",Not available,Permanent employment Part time,Starts as soon as possible,1 vacancy,ApplyToEducation #2772282,Not specified
145,administrative assistant,"June 06, 2024",2024-07-06,"June 06, 2024",Hughes Recruitment Inc.,Saskatoon (SK),Salary not available,1344892,http://www.saskjobs.ca/jsp/joborder/detail.jsp?job_order_id=1344892,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Saskatoon , SK",Not available,Not specified,Starts as soon as possible,Not specified,SaskJobs #1344892,Not specified
146,administrative assistant,"June 11, 2024",Not specified,"June 11, 2024",Canadian Drywall Construction Ltd.,Sherwood Park (AB),Salary:$15.00 hourly,9319145077,https://ca.indeed.com/viewjob?jk=a29f6cf2b6132096&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Sherwood Park , AB",$ 15.00 HOUR hourly,Full time,Starts as soon as possible,1 vacancy,indeed.com #9319145077,Not specified
147,administrative assistant,"June 05, 2024",Not specified,"June 05, 2024",Calgary Family Therapy Centre,Calgary (AB),Salary:$18.00 hourly,9310724203,https://ca.indeed.com/viewjob?jk=f5523e24dfdb6c8b&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Calgary , AB",$ 18.00 HOUR hourly,Permanent employment Full time,Starts as soon as possible,1 vacancy,indeed.com #9310724203,Not specified
148,administrative assistant,"June 07, 2024",Not specified,"June 07, 2024",Nuhn Industries,Sebringville (ON),Salary not available,9314182025,https://ca.indeed.com/viewjob?jk=04e711c94df69676&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Sebringville , ON",Not available,Full time,Starts as soon as possible,1 vacancy,indeed.com #9314182025,Not specified
149,administrative assistant,"June 10, 2024",Not specified,"June 10, 2024",Eigen Development Ltd.,Vancouver (BC),"Salary:$38,000.00 to $42,000.00 annually",9317271804,https://ca.indeed.com/viewjob?jk=3ba965ba937eab50&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Vancouver , BC","$ 38,000 to $ 42,000 YEAR annually",Full time,Starts as soon as possible,1 vacancy,indeed.com #9317271804,Not specified
150,administrative assistant,"June 07, 2024",Not specified,"June 07, 2024",Centennial Mat Services Inc.,Calgary (AB),Salary:$18.00 to $23.00 hourly,9314168530,https://ca.indeed.com/viewjob?jk=3b544d5e4f77945a&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Calgary , AB",$ 18.00 to $ 23.00 HOUR hourly,Permanent employment Part time,Starts as soon as possible,1 vacancy,indeed.com #9314168530,Not specified
151,administrative assistant,"June 10, 2024",Not specified,"June 10, 2024",Shelter Canadian Properties Limited,Winnipeg (MB),Salary not available,9316999291,https://ca.indeed.com/viewjob?jk=fb750e23ca0ab0fa&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Winnipeg , MB",Not available,Permanent employment Full time,Starts as soon as possible,1 vacancy,indeed.com #9316999291,Not specified
152,administrative assistant,"June 01, 2024",2024-07-02,"June 01, 2024",triOS+College,Toronto (ON),Salary not available,1193445896,https://job-openings.monster.ca/administrative-assistant-toronto-south-west-28evenings-29-toronto-on-ca-trios-college/91dd9045-86c0-4517-9796-b0e30f3f6fe0?mescoid=4300749001001,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Toronto , ON",Not available,Permanent employment Full time,Starts as soon as possible,1 vacancy,Monster #1193445896,Not specified
