,Job Title,Posted Date,Advertised Until,Job Date,Company Name,Location,Salary,Job Number,Job Applying Link,Additional Details,Location,Salary,Terms of Employment,Start Date,Vacancies,Source,Other
209,administrative assistant,"May 31, 2024",2024-06-14,"May 31, 2024","SHILOFF ALLISON + ASSOCIATES, CHARTERED PROFESSIONAL ACCOUNTANTS",North Battleford (SK),Salary:$20 - $25 per hour depending on experience,1356206,http://www.saskjobs.ca/jsp/joborder/detail.jsp?job_order_id=1356206,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","North Battleford , SK",$ 20.00 to $ 25.00 HOUR hourly,Not specified,Starts as soon as possible,Not specified,SaskJobs #1356206,Not specified
210,administrative assistant,"June 05, 2024",Not specified,"June 05, 2024",A Bread Affair,Vancouver (BC),Salary:$24.00 to $26.00 hourly,9310877278,https://ca.indeed.com/viewjob?jk=8a2ab6089cf3c109&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Vancouver , BC",$ 24.00 to $ 26.00 HOUR hourly,Permanent employment Full time,Starts as soon as possible,1 vacancy,indeed.com #9310877278,Not specified
211,administrative assistant,"June 12, 2024",Not specified,"June 12, 2024",LJW Catering,Fredericton (NB),Salary:$24.00 hourly,9320356590,https://ca.indeed.com/viewjob?jk=cc686b023baa6ad9&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Fredericton , NB",$ 24.00 HOUR hourly,Permanent employment Full time,Starts as soon as possible,1 vacancy,indeed.com #9320356590,Not specified
212,administrative assistant,"June 05, 2024",Not specified,"June 05, 2024",FFAW,St. John's (NL),Salary:$22.00 to $25.00 hourly,9310446823,https://ca.indeed.com/viewjob?jk=f14e0d1878339e14&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","St. John's , NL",$ 22.00 to $ 25.00 HOUR hourly,Permanent employment Full time,Starts as soon as possible,1 vacancy,indeed.com #9310446823,Not specified
213,administrative assistant,"May 30, 2024",2024-06-30,"May 30, 2024",ONSPEC SOLUTIONS INC.,Regina (SK),Salary not available,1355725,http://www.saskjobs.ca/jsp/joborder/detail.jsp?job_order_id=1355725,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Regina , SK",Not available,Not specified,Starts as soon as possible,Not specified,SaskJobs #1355725,Not specified
214,administrative assistant,"May 30, 2024",Not specified,"May 30, 2024",Clarence Campeau Development Fund,Saskatoon (SK),Salary not available,9301032409,https://ca.indeed.com/viewjob?jk=fadb2b030e7207ba&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Saskatoon , SK",Not available,Permanent employment Full time,Starts as soon as possible,1 vacancy,indeed.com #9301032409,Not specified
215,administrative assistant,"June 03, 2024",2024-07-01,"June 03, 2024",ZAPSHALLA FINANCIAL SERVICES LTD.,Yorkton (SK),Salary:To be negotiated,1356372,http://www.saskjobs.ca/jsp/joborder/detail.jsp?job_order_id=1356372,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Yorkton , SK",To be negotiated,Not specified,Starts as soon as possible,Not specified,SaskJobs #1356372,Not specified
216,administrative assistant,"June 09, 2024",2024-07-08,"June 09, 2024",Borea Construction,Lévis (QC),Salary not available,13777812,https://www.jobillico.com/en/job-offer/borea-construction/administrative-assistant-estimation/13777812?ji_visitsrc=136,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Lévis , QC",Not available,Not specified,Starts as soon as possible,1 vacancy,Jobillico #13777812,Not specified
217,administrative assistant,"May 27, 2024",2024-06-27,"May 27, 2024",The Kidney Foundation of Canada - Saskatchewan Branch,Saskatoon (SK),Salary:$19-$22 per hour,1354077,http://www.saskjobs.ca/jsp/joborder/detail.jsp?job_order_id=1354077,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Saskatoon , SK",$ 19.00 to $ 22.00 HOUR hourly,Not specified,Starts as soon as possible,Not specified,SaskJobs #1354077,Not specified
218,administrative assistant,"June 10, 2024",2024-06-21,"June 10, 2024",Saskatoon Sexual Assault & Information Centre Inc.,Saskatoon (SK),Salary:$20.04,1358241,http://www.saskjobs.ca/jsp/joborder/detail.jsp?job_order_id=1358241,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Saskatoon , SK",$ 20.04 HOUR hourly,Not specified,Starts as soon as possible,Not specified,SaskJobs #1358241,Not specified
219,administrative assistant,"June 05, 2024",2024-07-06,"June 05, 2024",Geotech Drilling Services,Prince George (BC),Salary not available,290568,https://job-openings.monster.ca/sales-administrative-assistant-prince-george-bc-ca-geotech-drilling-services/965b84da-bd06-4579-9f95-3fcd44446d1d?mescoid=4300749001001,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Prince George , BC",Not available,Not specified,Starts as soon as possible,1 vacancy,Monster #290568,Not specified
220,administrative assistant,"May 30, 2024",2024-06-27,"May 30, 2024",ZAPSHALLA FINANCIAL SERVICES LTD.,Yorkton (SK),Salary:To be negotiated,1355789,http://www.saskjobs.ca/jsp/joborder/detail.jsp?job_order_id=1355789,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Yorkton , SK",To be negotiated,Not specified,Starts as soon as possible,Not specified,SaskJobs #1355789,Not specified
221,administrative assistant,"June 11, 2024",Not specified,"June 11, 2024",DNW Distribution,Langley (BC),Salary:$17.40 hourly,9318492426,https://ca.indeed.com/viewjob?jk=b089951617be63c7&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Langley , BC",$ 17.40 HOUR hourly,Full time,Starts as soon as possible,1 vacancy,indeed.com #9318492426,Not specified
222,office administrator,"June 07, 2024",2024-07-07,"June 07, 2024",Department of Health,Fredericton (NB),Salary not available,35-24-0007,https://www.careerbeacon.com/en/job/2059398/department-of-health/administrative-assistant/fredericton?utm_campaign=feeds&utm_source=jobbank&utm_medium=Careerbeacon,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Fredericton , NB",Not available,Full time,Starts as soon as possible,1 vacancy,CareerBeacon #35-24-0007,Not specified
223,administrative assistant,"June 11, 2024",2024-07-10,"June 11, 2024",Crowhurst Forest Management Group Ltd.,Campbell River (BC),Salary:$34.38 hourly,5aa35eec,https://www.ziprecruiter.com/k/t/AAI-xSLIaHTRe1mYEwH5bWV0-TjNlf4tTNoEfX6WFYhO3pEruDtZqYFHsPXOjgXpmHaxTArUHF87Iqo_vcjKwAzscwjHbzJElgTdatHnS1yO8zH5sXTzfjaso2RUhQAlVB3td3B7JLdnxoY0dWdaFXnyibRgTP212OHcm2TeAqPZk-wSwdD3XlX2dMHAbQRoNMguYbrc5dRe6ELJ7Tq_ljHlyv3JCAGJ51L_5mAtWkDV9HnJBG0mhrOLXS4lx2cgVzm-Hk1UCwYI0ygzcdUjDu9Z-XfDujgiK9BctALxIu-56n0BvPQVpYse4fm6zCe580KPfes3wQuRjL9JkY0,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Campbell River , BC",$ 34.38 HOUR hourly,Permanent employment Full time,Starts as soon as possible,1 vacancy,ZipRecruiter #5aa35eec,Not specified
224,legal administrative assistant,"June 04, 2024",Not specified,"June 04, 2024",Preszler Law Firm,Vancouver (BC),"Salary:$45,000.00 to $55,000.00 annually",9308591596,https://ca.indeed.com/viewjob?jk=e129a43bd4c30c10&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Vancouver , BC","$ 45,000 to $ 55,000 YEAR annually",Full time,Starts as soon as possible,1 vacancy,indeed.com #9308591596,Not specified
225,administrative assistant,"May 17, 2024",2024-07-16,"May 17, 2024",Christ the Redeemer Catholic Schools,Okotoks (AB),Salary not available,2772051,https://network.applytoeducation.com/Applicant/jobposting/jobdetails.aspx?JOB_POSTING_ID=8af33b07-d280-4a90-9ab3-809f6b246e50&amp;PAGE=1&amp;locale=en&amp;maf=0,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Okotoks , AB",Not available,Permanent employment Full time,Starts as soon as possible,1 vacancy,ApplyToEducation #2772051,Not specified
226,administrative assistant,"June 07, 2024",2024-06-21,"June 07, 2024",Saskatchewan Housing Authorities,Outlook (SK),Salary not available,1357963,http://www.saskjobs.ca/jsp/joborder/detail.jsp?job_order_id=1357963,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Outlook , SK",Not available,Not specified,Starts as soon as possible,Not specified,SaskJobs #1357963,Not specified
227,administrative assistant,"May 29, 2024",2024-06-29,"May 29, 2024",Golderado Contracting Corp,Edmonton (AB),Salary not available,3374208,https://job-openings.monster.ca/administrative-assistant-edmonton-ab-ca-golderado-contracting-corp/59749f41-ba3c-4e75-b123-8bb1be6f246e?mescoid=4300749001001,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Edmonton , AB",Not available,Not specified,Starts as soon as possible,1 vacancy,Monster #3374208,Not specified
228,administrative assistant,"June 06, 2024",Not specified,"June 06, 2024",Time Education Inc.,Vancouver (BC),Salary:$18.00 to $25.00 hourly,9312822212,https://ca.indeed.com/viewjob?jk=b81a0106229281e6&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Vancouver , BC",$ 18.00 to $ 25.00 HOUR hourly,Permanent employment Full time,Starts as soon as possible,1 vacancy,indeed.com #9312822212,Not specified
229,administrative assistant,"June 05, 2024",2024-07-05,"June 05, 2024",Scotiabank,Toronto (ON),Salary not available,1975222,https://www.careerbeacon.com/en/job/1975222/scotiabank/scotiamcleod-branch-systems-administrator-branch-operations-assistant-whitby/toronto?utm_campaign=feeds&utm_source=jobbank&utm_medium=Careerbeacon,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Toronto , ON",Not available,Full time,Starts as soon as possible,1 vacancy,CareerBeacon #1975222,Not specified
230,administrative assistant,"May 30, 2024",2024-07-13,"May 30, 2024",EmergiTel Inc,Vancouver (BC),Salary not available,16464375,https://job-openings.monster.ca/administrative-assistant-3-19011-vancouver-bc-vancouver-bc-ca-emergitel-inc/bba84693-c130-49df-b841-53f8decee7cc?mescoid=4300749001001,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Vancouver , BC",Not available,Not specified,Starts as soon as possible,1 vacancy,Monster #16464375,Not specified
231,administrative assistant,"May 17, 2024",2024-06-17,"May 17, 2024","Westlock Motors - Chev, GMC, Buick",Westlock (AB),Salary not available,BQnBe4S7QbKq,https://job-openings.monster.ca/administrative-assistant-westlock-ab-ca-westlock-motors-chev-gmc-buick/95880c1e-35fa-4cdf-9a90-2c203da5c8af?mescoid=4300749001001,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Westlock , AB",Not available,Permanent employment Full time,Starts as soon as possible,1 vacancy,Monster #BQnBe4S7QbKq,Not specified
232,administrative assistant,"May 31, 2024",2024-06-14,"May 31, 2024",Saskatchewan Housing Authorities,Esterhazy (SK),Salary not available,1356167,http://www.saskjobs.ca/jsp/joborder/detail.jsp?job_order_id=1356167,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Esterhazy , SK",Not available,Not specified,Starts as soon as possible,Not specified,SaskJobs #1356167,Not specified
233,administrative assistant,"June 10, 2024",Not specified,"June 10, 2024",Anchoridge Counselling Services,Oakville (ON),Salary:$17.50 to $20.00 hourly,9317033766,https://ca.indeed.com/viewjob?jk=55702e7e7cad24a1&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Oakville , ON",$ 17.50 to $ 20.00 HOUR hourly,Casual employment Part time,Starts as soon as possible,1 vacancy,indeed.com #9317033766,Not specified
234,administrative assistant,"May 21, 2024",2024-09-18,"May 21, 2024",H & H Transport Inc.,Regina (SK),Salary:$24.50 per hour,1352456,http://www.saskjobs.ca/jsp/joborder/detail.jsp?job_order_id=1352456,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Regina , SK",$ 24.50 HOUR hourly,Not specified,Starts as soon as possible,Not specified,SaskJobs #1352456,Not specified
